article type,Article Number,link,Journal,Year,Author,Host,Host_name,Host_number,Pathogen group,Pathogen_group_number,Pathogen_species,Pathogen_species_number,Environment,Environment_number,Inoculation (yes/no),Disease variable,scale_type,Author's definition,min,max,Description,Measure reference,Disease index?,Sample unit (type),Sample size,Observation,Transformation,anova_type,means_separation,Replicates_n,Replicates_max,Units_per_replicate,Sample_size_parse_status,,analysis_method,analysis_family,comparison_methods,comparison_number,comparison_family
original article,11,https://doi.org/10.1007/s10658-011-9818-y,European Journal of Plant Pathology,2011,"Junia Vianna Corrêa da Silva, Fernando César Juliatti, João Renato Vaz da Silva, Fernanda Carvalho Barros",Soybean,Soybean,1,Fungi,1,Phakopsora pachyrhizi,1,Field,1,Yes,Severity / Defoliation / Yield,Continuous,"Visual severity expressed as AUDPC, percentage defoliation, productivity in kg/ha",0,100,Mean severities calculated using diagrammatic scale,Godoy et al. (2006),Yes,Plot,4 replications,Every week,No transformation,Anova,Tukey's HSD,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,21,https://doi.org/10.1007/s10658-011-9753-y,European Journal of Plant Pathology,2011,"Ruba Abuamsha, Mazen Salman, Ralf-Udo Ehlers",Oilseed rape,Oilseed rape,1,Fungi,1,Leptosphaeria maculans,1,Growth chamber,1,Yes,Index,Ordinal,Disease score based on size of 4 lesions per plant. Symptoms classified on a scale of 0-6.,0,100,Disease index evaluating size of lesions on a scale of 0-6,Borges et al. (2003),Yes,Tray / Plant,"6 replicates, each with ten plants on one tray per treatment",14 days post-inoculation,Arcsine transformed,Anova,Tukey's HSD,6,,10,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,28,https://doi.org/10.1007/s10658-012-0009-2,European Journal of Plant Pathology,2012,"Ana García-Ibarra, Federico Dicenta, Pedro Martínez-Gómez, Manuel Rubio",Apricot,Apricot,1,Virus,1,Apple chlorotic leaf spot virus,1,Greenhouse,1,Yes,Infection rate,Continuous,Percentage of susceptible replications (RT-PCR positive) out of total replications evaluated,0,100,Percentage of replications of each apricot cultivar that tested positive for ACLSV by RT-PCR,,No,Plant,5 replications per rootstock,Leaf testing by RT-PCR during three cycles (growing seasons),,,,5,,,Parsed replicate count,,Not reported,Not reported,Not reported,0,Not reported
original article,32,https://doi.org/10.1007/s10658-012-0040-3,European Journal of Plant Pathology,2012,"Jiaqin Mei, Dayong Wei, Joseph Onwusemu Disi, Yijuan Ding, Yao Liu, Wei Qian",Brassica crops,Brassica crops,1,Fungi,1,Sclerotinia sclerotiorum,1,Laboratory / Field,2,Yes,Lesion size,Continuous,Lesion length (cm),0,,Lesion length on stems or branches measured 3 days after detached stem inoculation or 10 days after toothpick field inoculation,Zhao and Meng (2003),No,Stem segment / Branch segment,"3 individuals per plot, 2 replications (expt 1); 20 clones per genotype, 71 F2 genotypes (expt 2)",3 days after inoculation (detached stem) or 10 days after inoculation (toothpick),,Anova,,2,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,45,https://doi.org/10.1007/s10658-012-0087-1,European Journal of Plant Pathology,2013,"Rebecca Grumet, Marivi Colle, Kaori Ando, Da-Sen Xie, Laura Havenga, Jessica A. Switzenberg",Cucumber,Cucumber,1,Oomycete,1,Phytophthora capsici,1,Greenhouse,1,Yes,Severity,Ordinal,"1-5 disease progression score (1: no symptoms, 5: extensive tissue damage or collapse)",1,5,Disease score based on symptoms and tissue damage after zoospore inoculation of harvested fruit,Gevens et al. (2006),No,Fruit,7-10 replicate fruit per treatment,Daily for 4 days post inoculation,,,,7,10,,Parsed replicate count,,Not reported,Not reported,Not reported,0,Not reported
original article,56,https://doi.org/10.1007/s10658-015-0850-1,European Journal of Plant Pathology,2016,"Lucía da Cruz Cabral, Virginia Fernández Pinto, Andrea Patriarca",Tomato,Tomato,1,Fungi,1,Alternaria alternata,1,Laboratory,1,Yes,Incidence,Continuous,,0,100,Percentage of fruits showing infection symptoms,,No,Fruit,Ten replicates,,,Anova,Tukey's HSD,10,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,63,https://doi.org/10.1007/s10658-016-1107-3,European Journal of Plant Pathology,2016,"Svetlana Milijasevic-Marcic, Milos Stepanovic, Biljana Todorovic, Bojan Duduk, Jelena Stepanovic, Emil Rekanovic, Ivana Potocnik",Agaricus bisporus,Button mushroom,1,Fungi,1,Trichoderma harzianum,1,Growth chamber,1,Yes,Incidence,Continuous,E (%) = [(Ic-It)/Ic] x 100; Ic - disease incidence in inoculated control;It - disease incidence in treated samples,0,100,Incidence of green mould on Agaricus bisporus fruiting bodies,Gea et al.,No,Plot,six replicates,during all three flushes,,Anova,,6,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,75,https://doi.org/10.1007/s10658-017-1189-6,European Journal of Plant Pathology,2017,"Guy Blomme, Walter Ocimati, Charles Sivirihauma, Lusenge Vutseme, Bumba Mariamu, Muller Kamira, Boudy van Schagen, Javier Ekboir, Jules Ntamwira",Banana,Banana,1,Bacteria,1,Xanthomonas campestris pv. musacearum,1,Field,1,No,Incidence,Continuous,Disease incidence at the plant level was calculated as diseased plants/total number of plants in a plot.,0,100,Percentage of diseased banana plants,,No,Plot,,weekly until the end of July 2014,,,,,,,Not reported,,Not reported,Not reported,Not reported,0,Not reported
original article,76,https://doi.org/10.1007/s10658-017-1276-8,European Journal of Plant Pathology,2017,"Hassan Etesami, Hossein Ali Alikhani",Rice,Rice,1,Fungi,1,Magnaporthe oryzae,1,Laboratory,1,Yes,Mycelial growth,Continuous,inhibitory effects against the mycelial growth,0,100,Percentage inhibition of mycelial growth,,No,Petri dish,six replicates,for 20 days,,Anova,Tukey's HSD,6,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,81,https://doi.org/10.1007/s10658-017-1360-0,European Journal of Plant Pathology,2017,"M. Ganuza, N. Pastor, J. Erazo, J. Andrés, M. M. Reynoso, M. Rovera, A. M. Torres",Peanut,Peanut,1,Fungi,1,Thecaphora frezii,1,Field,1,No,Index,Ordinal,Severity of the disease through a 0-4 scale... IDS = (n0x0 + n1x1 ... + n4x4) / N-1,0,4,Severity of peanut smut based on a 0-4 scale of pod/seed infection,Marinelli et al.,Yes,Pod,four replicates,120 days after planting,square root,Anova,,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,87,https://doi.org/10.1007/s10658-017-1152-6,European Journal of Plant Pathology,2017,"Ofere Francis Emeriewen, Andreas Peil, Klaus Richter, Elena Zini, Magda-Viola Hanke, Mickael Malnoy",Apple,Apple,1,Bacteria,1,Erwinia amylovora,1,Greenhouse,1,Yes,Incidence,Continuous,,0,100,Percentage of lesion length on inoculated shoots,,No,Plant,up to 10 replicates,,,Kruskal-Wallis,,10,,,Parsed replicate count,,Kruskal–Wallis,Nonparametric,Not reported,0,Not reported
original article,96,https://doi.org/10.1007/s10658-018-01618-6,European Journal of Plant Pathology,2018,"C. Martinez-Arias, D. Macaya-Sanz, J. Witzell, J. A. Martin",Populus alba,White poplar,1,Fungi,1,Venturia tremulae,1,Greenhouse,1,Yes,Severity,Ordinal,disease severity scale ranged from 0 to 6... 1 = Black or brown small necrotic spots restricted... 6 = Leaves and stem infected,0,6,Disease severity based on necrotic lesions on leaves and stems using a 0-6 scale,,Yes,Plant,,14 and 21 days after inoculation,,Multifactorial ANOVA,Fisher LSD,,,,Not reported,,Multifactorial ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,115,https://doi.org/10.1007/s10658-018-1519-3,European Journal of Plant Pathology,2018,"Prashant P. Jambhulkar, Pratibha Sharma, Raja Manokaran, Dilip K. Lakshman, Pramod Rokadia and Nitiprasad Jambhulkar",Rice,Rice,1,Fungi / Bacteria,2,Magnaporthe oryzae / Xanthomonas oryzae pv. oryzae,2,Field,1,Yes,Severity,Continuous,Percentage,0,100,Percentage disease severity of rice blast and bacterial leaf blight,,No,Plant,,,,Anova,Tukey's HSD,,,,Not reported,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,117,https://doi.org/10.1007/s10658-018-01646-2,European Journal of Plant Pathology,2018,"S. Dhaouadi, W. Rouissi, A. Mougou-Hamdane, B. Nasraoui",Melon,Melon,1,Fungi,1,Fusarium oxysporum / Fusarium solani,2,Greenhouse,1,Yes,Severity,Ordinal,vascular wilt and discoloration index were calculated based on 0 - 3 scale where: 0: no visible evidence of disease... 3: 100% disease severity: dead plant.,0,3,Vascular wilt and discoloration index on a 0-3 scale,Song et al.,Yes,Plant,,3 weeks after inoculation,,Anova,,,,,Not reported,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,137,https://doi.org/10.1007/s10658-019-01815-x,European Journal of Plant Pathology,2019,"Luca Riccioni, Laura Orzali, Massimo Romani, Paolo Annicchiarico, Luciano Pecetti",Pea,Pea,1,Fungi,1,Ascochyta blight fungal complex,1,Laboratory,1,Yes,Incidence,Continuous,seed infection after 30 days,0,100,Percentage of infected seeds in laboratory,,No,Seed,,30 days,,Anova,Duncan's MRT,,,,Not reported,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,139,https://doi.org/10.1007/s10658-019-01803-1,European Journal of Plant Pathology,2019,"Matheus Mereb Negrisoli, Carlos Gilberto Raetano, Diego Miranda de Souza, Felipe Matheus Santos e Souza, Laryssa Moreira Bernardes, Luciano Del Bem Junior, Danilo Morilha Rodrigues, Maria Marcia Pereira Sartori",Soybean,Soybean,1,Fungi,1,Phakopsora pachyrhizi,1,Field,1,Yes,Severity,Continuous,number of pustules per cm2 per leaflet,0,,Disease severity based on the number of pustules per square centimeter of leaflet,Campbell and Madden 1990,No,Leaflet,four repetitions,8 evaluations starting 1 day after inoculation,,Anova,Tukey's HSD / Dunnet,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey / Dunnett / Dunn,3,Multiple-comparison procedure / Nonparametric comparison
original article,145,https://doi.org/10.1007/s10658-019-01838-4,European Journal of Plant Pathology,2019,"Priscila de Castro e Silva, Livio Antonio Silva Pereira, Edila Maria de Rezende, Michele Valquiria dos Reis, Amanda Maria Teixeira Lago, Gabriel Ribeiro Carvalho, Renato Paiva, Juliano Elvis Oliveira, Jose Manoel Marconcini",Soybean,Soybean,1,Fungi,1,Aspergillus flavus,1,Laboratory,1,Yes,Incidence,Continuous,incidence data (%) of fungi in the seeds,0,100,Incidence of fungi in the seeds expressed as a percentage,,No,Seed,eight replicates of 25 seeds,,Square root (x + 0.5),,Tukey's HSD,8,,25,Parsed replicate count,,Not reported,Not reported,Tukey,1,Multiple-comparison procedure
original article,150,https://doi.org/10.1007/s10658-019-01909-6,European Journal of Plant Pathology,2019,"Xiao Yang, Chuanxue Hong",Annual vinca,Annual vinca,1,Oomycete,1,Phytophthora nicotianae,1,Greenhouse,1,Yes,Severity,Ordinal,"assessed based on a 0-10 scale (0-100% of the foliage was blighted, respectively)",0,10,Disease severity based on a 0-10 scale corresponding to 0-100% blighted foliage,,Yes,Plant,three replications,10 days,,,Fisher LSD,3,,,Parsed replicate count,,Not reported,Not reported,Fisher's LSD,1,Multiple-comparison procedure
original article,170,https://doi.org/10.1007/s10658-020-02075-w,European Journal of Plant Pathology,2020,"Marja Jalli, Janne Kaseva, BjÃ¶rn Andersson, Andrea Ficke, Lise Nistrup-JÃ¸rgensen, Antanas Ronis, Timo Kaukoranta, Jens-Erik Ãrum, Annika Djurle",Wheat and barley,Wheat and barley,1,Fungi,1,Zymoseptoria tritici / Pyrenophora tritici-repentis / Parastagonospora nodorum / Pyrenophora teres / Rhynchosporium graminicola / Ramularia collo-cygni,6,Field,1,No,Severity,Continuous,Estimated percentage of the leaf area diseased,0,100,Percentage of diseased leaf area,,No,Plot,449 field trials (two to four replicates per trial),,,GLMM,Tukey-Kramer,2,4,,Parsed replicate count,,GLMM,Mixed model,Tukey,1,Multiple-comparison procedure
original article,174,https://doi.org/10.1007/s10658-020-01977-z,European Journal of Plant Pathology,2020,"Shashika S. Hewavitharana, Mark Mazzola",Apple,Apple,1,Fungi,1,Rhizoctonia solani,1,Greenhouse,1,No,Incidence,Continuous,incidence of root infection,0,100,Incidence of root infection by replant pathogens,,No,Root,five biological replicates,,,Anova,Tukey's HSD,5,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,178,https://doi.org/10.1007/s10658-020-01947-5,European Journal of Plant Pathology,2020,"Yi-Chun Chien, Cheng-Hua Huang",Tomato,Tomato,1,Bacteria,1,Xanthomonas perforans,1,Greenhouse,1,Yes,Severity,Ordinal,evaluate the percentage of foliage infected by bacterial spot using the Horsfall-Barratt scale,0,100,Percentage of foliage infected using Horsfall-Barratt scale,Horsfall and Barratt 1945,Yes,Plant,nine replicates per treatment,"3, 7, and 14 days after the pathogen inoculation",,GLMM,Fisher LSD,9,,,Parsed replicate count,,GLMM,Mixed model,Fisher's LSD,1,Multiple-comparison procedure
original article,190,https://doi.org/10.1007/s10658-021-02361-1,European Journal of Plant Pathology,2021,Fatemeh Maghsoodi & Parissa Taheri,Citrus sinensis,Citrus,1,Fungi,1,Alternaria spp.,1,Laboratory,1,Yes,Lesion size,Continuous,Lesion diameter (mm),0,,Lesion diameter measured around selected locations on the fruits,Maghsoodi & Taheri,No,Fruit,,,,Anova,Duncan's MRT,,,,Not reported,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,201,https://doi.org/10.1007/s10658-021-02296-7,European Journal of Plant Pathology,2021,Osama M. Darwesh & Ibrahim E. Elshahawy,Allium spp.,Allium,1,Fungi,1,Stromatinia cepivora,1,Greenhouse,1,Yes,Incidence,Continuous,Percentage of white rot incidence,0,100,Percentage of white rot disease incidence,Darwesh & Elshahawy,No,Pot,5 replicates (greenhouse),,,Anova,Duncan's MRT,5,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,204,https://doi.org/10.1007/s10658-021-02305-9,European Journal of Plant Pathology,2021,"Sadanand Kumbar, C Narayanankutty, P Sainamole Kurian, U Sreelatha & Satyaprakash Barik",Solanum melongena,Eggplant,1,Bacteria,1,Ralstonia solanacearum,1,Field,1,Yes,Incidence,Continuous,Bacterial wilt incidence (%),0,100,Bacterial wilt incidence (%) = Number of dead plants / Total * 100. Also grouped into categories 0-5,Kumbar et al.,No,Plot,,up to 90 days after transplanting,,Anova,Duncan's MRT,,,,Not reported,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,210,https://doi.org/10.1007/s10658-021-02297-6,European Journal of Plant Pathology,2021,"V. Felipe, M.I. Bianco, M. Terrestre, N. Mielnichuk, A.M. Romero & P.M. Yaryura",Solanum lycopersicum,Tomato,1,Bacteria,1,Xanthomonas vesicatoria,1,Greenhouse,1,Yes,Severity,Continuous,Proportion of diseased tissue,0,100,Severity of bacterial spot (proportion of diseased tissue),Felipe et al.,No,Plant,8 biological replicates,10-14 days post-inoculation,,Anova,Tukey's HSD,8,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,230,https://doi.org/10.1007/s10658-022-02529-3,European Journal of Plant Pathology,2022,"Lucio Valetti, Nelson Bernardi Lima, Luis I. Cazon, Clara Crociara, Leandro Ortega & Silvina Pastor",Malus domestica,Apple,1,Fungi,1,Valsa ceratosperma,1,Laboratory,1,Yes,Lesion size,Continuous,Area,0,,Damaged area measured using ImageJ,Valetti et al.,No,Shoot,2 independent replicates with 5 repetitions each,30 days,,Anova,Fisher LSD,5,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,231,https://doi.org/10.1007/s10658-022-02459-0,European Journal of Plant Pathology,2022,"Malek Marian, Yusuke Takashima, Wiwiek Harsonowati, Haruhiko Murota & Kazuhiko Narisawa",Eustoma grandiflorum,Lisianthus,1,Oomycete,1,Pythium irregulare,1,Greenhouse,1,Yes,Severity,Continuous,Percentage,0,100,Shoot/Root disease severity (%),Marian et al.,No,Plant,10 plants per replicate,21 dpi,,Anova,Tukey / t-test,,,10,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Tukey / t-test,2,Multiple-comparison procedure / Pairwise test
original article,234,https://doi.org/10.1007/s10658-022-02509-7,European Journal of Plant Pathology,2022,"Qiuyuan Chai, Jianqiang Xu, Yuwei Guo, Ying Hou, Xiaogai Hou & Shengming Liu",Paeonia,Peony,1,Fungi,1,Cladosporium paeoniae,1,Field,1,Yes,Index,Continuous,,0,100,Disease index,Fang,No,Plant,,14 d,,Anova,Fisher LSD,,,,Not reported,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,247,https://doi.org/10.1007/s10658-023-02710-2,European Journal of Plant Pathology,2023,Aysin Bilgili & Ali Volkan Bilgili,Solanum lycopersicum,Tomato,1,Fungi,1,Fusarium oxysporum f. sp. lycopersici,1,Greenhouse,1,Yes,Index,Continuous,,0,100,Disease severity index,Bilgili & Bilgili,No,Plant,4 replications (4 seedlings each),Growing season,,Anova,Tukey's HSD,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,249,https://doi.org/10.1007/s10658-023-02680-5,European Journal of Plant Pathology,2023,"Bin Liu, Yanrong Xu, Shida Ji, Ping Zhang, Huifang Zhang, Jing Han, Haijuan Fan, Jinjie Wang, Jinyu Qi, Yue Ma & Zhihua Liu",Malus sieversii,Wild apple,1,Fungi,1,Podosphaera leucotricha,1,Greenhouse,1,Yes,Incidence,Continuous,Percentage,0,100,Disease incidence,Liu et al.,No,Plant,3 replicates,30 days,,Anova,Duncan's MRT,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,277,https://doi.org/10.1007/s10658-023-02668-1,European Journal of Plant Pathology,2023,"Yarida Nujthet, Arom Jantasorn & Tida Dethoup",Capsicum spp. / Brassica oleracea,Pepper / Cabbage,1,Fungi,1,Colletotrichum truncatum / Alternaria brassicicola,2,Greenhouse,1,Yes,Incidence,Continuous,Percentage,0,100,Percentage of disease incidence calculated from rating scale,Panwar et al.,No,Plant,5 pots (replicates),14 days,,Anova,Duncan's MRT,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,279,https://doi.org/10.1007/s10658-024-02901-5,European Journal of Plant Pathology,2024,"Arlita Chaowanaprasert, Lalita Thanwisai, Wilailak Siripornadulsil, Surasak Siripornadulsil",Oryza sativa,Rice,1,Fungi,1,Pyricularia oryzae,1,Greenhouse,1,Yes,Survival rate,Continuous,Percentage,0,100,Percentage survival of rice seedlings,Chaowanaprasert et al.,No,Plant,At least 3 replicates,7 to 45 days,,Anova,Fisher LSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
